7.920000000000000000e+03,8.080000000000000000e+03,8.152000000000000000e+03,7.920000000000000000e+03,8.164000000000000000e+03,8.114000000000000000e+03,8.292000000000000000e+03,7.996000000000000000e+03,7.884000000000000000e+03,7.966000000000000000e+03
8.141000000000000000e+03,8.087000000000000000e+03,8.198000000000000000e+03,8.007000000000000000e+03,7.978000000000000000e+03,8.206000000000000000e+03,8.203000000000000000e+03,7.999000000000000000e+03,8.282000000000000000e+03,8.180000000000000000e+03
8.117000000000000000e+03,8.090000000000000000e+03,8.076000000000000000e+03,8.220000000000000000e+03,8.085000000000000000e+03,8.289000000000000000e+03,8.119000000000000000e+03,7.953000000000000000e+03,8.004000000000000000e+03,7.969000000000000000e+03
8.284000000000000000e+03,8.201000000000000000e+03,8.167000000000000000e+03,8.001000000000000000e+03,8.096000000000000000e+03,7.938000000000000000e+03,8.310000000000000000e+03,8.119000000000000000e+03,8.093000000000000000e+03,8.261000000000000000e+03
7.933000000000000000e+03,7.929000000000000000e+03,8.034000000000000000e+03,7.933000000000000000e+03,8.302000000000000000e+03,8.309000000000000000e+03,8.258000000000000000e+03,8.101000000000000000e+03,8.223000000000000000e+03,7.962000000000000000e+03
8.196000000000000000e+03,7.968000000000000000e+03,8.101000000000000000e+03,7.929000000000000000e+03,8.156000000000000000e+03,8.139000000000000000e+03,8.308000000000000000e+03,7.993000000000000000e+03,8.054000000000000000e+03,7.956000000000000000e+03
7.938000000000000000e+03,8.219000000000000000e+03,8.104000000000000000e+03,8.320000000000000000e+03,8.313000000000000000e+03,8.081000000000000000e+03,8.185000000000000000e+03,8.238000000000000000e+03,8.024000000000000000e+03,7.923000000000000000e+03
8.268000000000000000e+03,8.209000000000000000e+03,8.063000000000000000e+03,8.175000000000000000e+03,7.968000000000000000e+03,7.982000000000000000e+03,8.300000000000000000e+03,8.252000000000000000e+03,8.096000000000000000e+03,8.204000000000000000e+03
7.973000000000000000e+03,7.953000000000000000e+03,8.216000000000000000e+03,8.079000000000000000e+03,7.999000000000000000e+03,7.924000000000000000e+03,8.310000000000000000e+03,8.024000000000000000e+03,8.068000000000000000e+03,8.050000000000000000e+03
7.964000000000000000e+03,8.184000000000000000e+03,8.067000000000000000e+03,8.130000000000000000e+03,8.249000000000000000e+03,7.966000000000000000e+03,7.990000000000000000e+03,7.947000000000000000e+03,8.040000000000000000e+03,7.912000000000000000e+03
8.229000000000000000e+03,8.035000000000000000e+03,8.169000000000000000e+03,8.287000000000000000e+03,8.268000000000000000e+03,7.959000000000000000e+03,7.946000000000000000e+03,8.181000000000000000e+03,8.043000000000000000e+03,7.999000000000000000e+03
8.288000000000000000e+03,8.050000000000000000e+03,7.961000000000000000e+03,7.929000000000000000e+03,8.024000000000000000e+03,8.073000000000000000e+03,7.982000000000000000e+03,8.318000000000000000e+03,8.116000000000000000e+03,7.926000000000000000e+03
8.012000000000000000e+03,8.123000000000000000e+03,8.178000000000000000e+03,8.197000000000000000e+03,8.216000000000000000e+03,8.131000000000000000e+03,8.049000000000000000e+03,7.967000000000000000e+03,8.294000000000000000e+03,8.083000000000000000e+03
7.966000000000000000e+03,8.097000000000000000e+03,8.193000000000000000e+03,8.245000000000000000e+03,7.898000000000000000e+03,8.283000000000000000e+03,8.247000000000000000e+03,8.053000000000000000e+03,7.975000000000000000e+03,8.110000000000000000e+03
8.190000000000000000e+03,8.308000000000000000e+03,8.154000000000000000e+03,8.311000000000000000e+03,8.177000000000000000e+03,8.236000000000000000e+03,7.977000000000000000e+03,8.012000000000000000e+03,8.080000000000000000e+03,8.028000000000000000e+03
8.168000000000000000e+03,8.095000000000000000e+03,7.972000000000000000e+03,8.297000000000000000e+03,8.226000000000000000e+03,7.932000000000000000e+03,8.007000000000000000e+03,8.218000000000000000e+03,8.082000000000000000e+03,7.962000000000000000e+03
7.930000000000000000e+03,8.188000000000000000e+03,8.222000000000000000e+03,7.926000000000000000e+03,7.928000000000000000e+03,8.181000000000000000e+03,8.260000000000000000e+03,8.177000000000000000e+03,8.180000000000000000e+03,7.973000000000000000e+03
7.968000000000000000e+03,8.189000000000000000e+03,7.889000000000000000e+03,8.251000000000000000e+03,8.083000000000000000e+03,8.154000000000000000e+03,8.320000000000000000e+03,8.134000000000000000e+03,8.098000000000000000e+03,8.256000000000000000e+03
