8.286000000000000000e+03,8.299000000000000000e+03,7.988000000000000000e+03,8.298000000000000000e+03,8.155000000000000000e+03
7.983000000000000000e+03,8.109000000000000000e+03,8.255000000000000000e+03,8.260000000000000000e+03,7.917000000000000000e+03
7.936000000000000000e+03,8.202000000000000000e+03,7.989000000000000000e+03,8.279000000000000000e+03,8.321000000000000000e+03
8.182000000000000000e+03,8.227000000000000000e+03,8.160000000000000000e+03,7.910000000000000000e+03,8.100000000000000000e+03
8.151000000000000000e+03,7.997000000000000000e+03,8.269000000000000000e+03,8.005000000000000000e+03,8.173000000000000000e+03
8.268000000000000000e+03,8.079000000000000000e+03,8.181000000000000000e+03,8.244000000000000000e+03,7.931000000000000000e+03
8.066000000000000000e+03,8.119000000000000000e+03,7.945000000000000000e+03,8.078000000000000000e+03,8.076000000000000000e+03
8.044000000000000000e+03,8.097000000000000000e+03,8.218000000000000000e+03,8.082000000000000000e+03,8.073000000000000000e+03
8.207000000000000000e+03,8.072000000000000000e+03,7.898000000000000000e+03,8.221000000000000000e+03,8.229000000000000000e+03
8.054000000000000000e+03,8.303000000000000000e+03,7.950000000000000000e+03,7.979000000000000000e+03,8.268000000000000000e+03
7.885000000000000000e+03,8.261000000000000000e+03,8.137000000000000000e+03,7.957000000000000000e+03,7.987000000000000000e+03
8.003000000000000000e+03,7.986000000000000000e+03,8.288000000000000000e+03,8.103000000000000000e+03,8.249000000000000000e+03
8.165000000000000000e+03,8.254000000000000000e+03,8.047000000000000000e+03,8.230000000000000000e+03,8.303000000000000000e+03
8.003000000000000000e+03,7.894000000000000000e+03,8.232000000000000000e+03,8.254000000000000000e+03,8.253000000000000000e+03
8.250000000000000000e+03,8.108000000000000000e+03,8.274000000000000000e+03,8.135000000000000000e+03,8.115000000000000000e+03
8.210000000000000000e+03,8.295000000000000000e+03,8.204000000000000000e+03,8.166000000000000000e+03,7.950000000000000000e+03
8.319000000000000000e+03,8.172000000000000000e+03,7.919000000000000000e+03,7.998000000000000000e+03,8.229000000000000000e+03
8.260000000000000000e+03,8.121000000000000000e+03,7.975000000000000000e+03,8.212000000000000000e+03,8.243000000000000000e+03
8.297000000000000000e+03,8.220000000000000000e+03,8.252000000000000000e+03,7.921000000000000000e+03,8.112000000000000000e+03
7.970000000000000000e+03,8.042000000000000000e+03,7.905000000000000000e+03,8.115000000000000000e+03,8.026000000000000000e+03
