0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.026986548565738246e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.165200413679390579e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.038128178945061677e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.067105490204142200e+02
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.185805769834389309e+02
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.014242388041115248e+02
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.332738366530712142e+02
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.298918731665975770e+02
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.344443533181516841e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.382555116577223089e+02
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.511528754401842036e+02
0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.387257657214603910e+02
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.591424901735568369e+02
0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.572555587736152063e+02
0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.487597408659677569e+02
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.623310970605008663e+02
0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.651787595752507798e+02
0.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,1.743491176142124175e+02
0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.684033901983758952e+01
0.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,3.357283180829809055e+01
0.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.774026707878325482e+01
0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.653854367920475710e+01
0.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,1.420088608857616919e+01
0.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,3.590252315759273216e+01
0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,3.212098676391747176e+01
0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,5.200299816775557105e+01
0.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,5.905713088779845066e+01
0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,4.282323475473917540e+01
0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,5.437504050781592468e+01
0.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,4.220659432531257949e+01
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.922362905392923693e+01
0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,3.920123337418989706e+01
0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,4.270343664389182692e+01
0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,6.187604058694529385e+01
0.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,6.808832583285995099e+01
0.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,7.204045487558208549e+01
0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,8.665026732885796434e+01
0.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,8.340064536758036695e+01
0.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+00,7.021664621609581047e+01
0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,8.539033742858279652e+01
