0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.939994948147254705e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.134655206345491330e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.449448114295297518e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.452117819723765413e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.918614999476510929e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.748945100220524740e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.057468108919411787e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,1.181501942701237429e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,3.336282359087350269e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,4.267233600844804187e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.302511028402940418e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.840466839978284863e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.299043786450115867e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.160120644636315035e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,3.131599706112842441e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.905288584430785637e+00
0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,3.080165027627486118e+00
0.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,5.358598766035868266e+00
0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,3.322402379933939720e+00
0.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,2.948696096371566711e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.997204109156654805e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.010468557466110973e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.481678133626686211e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.202101319186012596e+00
0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.360580451179379313e+00
0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.818785685551661313e+00
0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,3.988650530600074351e+00
0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,3.036653053424516635e+00
0.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,1.952482142732480552e+00
0.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,3.585745344631539488e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.452938441417403137e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.776640965101751402e+00
0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.866496108768068041e+00
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.737529346379540929e+00
0.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,3.462751928726191419e+00
