7.993000000000000000e+03,7.905000000000000000e+03,8.011000000000000000e+03,7.971000000000000000e+03,8.189000000000000000e+03,8.011000000000000000e+03,8.069000000000000000e+03,8.093000000000000000e+03,8.011000000000000000e+03,8.230000000000000000e+03
8.312000000000000000e+03,7.928000000000000000e+03,8.022000000000000000e+03,8.294000000000000000e+03,7.960000000000000000e+03,8.055000000000000000e+03,8.085000000000000000e+03,8.264000000000000000e+03,8.101000000000000000e+03,8.060000000000000000e+03
8.295000000000000000e+03,7.903000000000000000e+03,7.903000000000000000e+03,7.912000000000000000e+03,8.083000000000000000e+03,8.142000000000000000e+03,8.307000000000000000e+03,8.085000000000000000e+03,8.016000000000000000e+03,8.148000000000000000e+03
8.159000000000000000e+03,8.216000000000000000e+03,8.031000000000000000e+03,7.972000000000000000e+03,8.060000000000000000e+03,8.270000000000000000e+03,8.223000000000000000e+03,8.118000000000000000e+03,8.263000000000000000e+03,7.948000000000000000e+03
8.321000000000000000e+03,8.085000000000000000e+03,8.060000000000000000e+03,7.899000000000000000e+03,8.136000000000000000e+03,7.895000000000000000e+03,8.102000000000000000e+03,7.899000000000000000e+03,8.211000000000000000e+03,8.126000000000000000e+03
8.024000000000000000e+03,8.065000000000000000e+03,8.307000000000000000e+03,8.231000000000000000e+03,8.141000000000000000e+03,8.002000000000000000e+03,7.985000000000000000e+03,8.090000000000000000e+03,8.284000000000000000e+03,8.264000000000000000e+03
8.304000000000000000e+03,7.911000000000000000e+03,8.311000000000000000e+03,8.149000000000000000e+03,8.132000000000000000e+03,8.254000000000000000e+03,8.009000000000000000e+03,8.012000000000000000e+03,8.144000000000000000e+03,8.120000000000000000e+03
8.232000000000000000e+03,7.887000000000000000e+03,7.905000000000000000e+03,7.953000000000000000e+03,8.147000000000000000e+03,8.146000000000000000e+03,8.087000000000000000e+03,8.003000000000000000e+03,8.206000000000000000e+03,8.199000000000000000e+03
7.901000000000000000e+03,8.069000000000000000e+03,7.934000000000000000e+03,8.040000000000000000e+03,8.037000000000000000e+03,8.017000000000000000e+03,8.020000000000000000e+03,7.943000000000000000e+03,7.961000000000000000e+03,7.963000000000000000e+03
8.283000000000000000e+03,8.173000000000000000e+03,7.940000000000000000e+03,7.903000000000000000e+03,8.146000000000000000e+03,7.884000000000000000e+03,8.036000000000000000e+03,8.039000000000000000e+03,8.016000000000000000e+03,8.144000000000000000e+03
8.261000000000000000e+03,8.292000000000000000e+03,8.179000000000000000e+03,8.293000000000000000e+03,7.923000000000000000e+03,7.915000000000000000e+03,8.208000000000000000e+03,8.219000000000000000e+03,8.205000000000000000e+03,8.022000000000000000e+03
8.024000000000000000e+03,8.303000000000000000e+03,8.168000000000000000e+03,8.100000000000000000e+03,8.091000000000000000e+03,8.257000000000000000e+03,8.036000000000000000e+03,7.901000000000000000e+03,8.221000000000000000e+03,8.274000000000000000e+03
8.274000000000000000e+03,8.305000000000000000e+03,8.135000000000000000e+03,7.892000000000000000e+03,8.107000000000000000e+03,8.074000000000000000e+03,8.308000000000000000e+03,8.245000000000000000e+03,8.292000000000000000e+03,7.999000000000000000e+03
8.052000000000000000e+03,8.318000000000000000e+03,8.174000000000000000e+03,8.179000000000000000e+03,8.215000000000000000e+03,8.312000000000000000e+03,7.979000000000000000e+03,8.097000000000000000e+03,8.298000000000000000e+03,8.245000000000000000e+03
7.895000000000000000e+03,7.894000000000000000e+03,8.251000000000000000e+03,8.267000000000000000e+03,8.214000000000000000e+03,7.891000000000000000e+03,8.195000000000000000e+03,7.941000000000000000e+03,8.252000000000000000e+03,7.993000000000000000e+03
8.115000000000000000e+03,8.131000000000000000e+03,8.152000000000000000e+03,7.908000000000000000e+03,7.907000000000000000e+03,7.967000000000000000e+03,8.219000000000000000e+03,7.897000000000000000e+03,8.179000000000000000e+03,8.280000000000000000e+03
7.900000000000000000e+03,7.918000000000000000e+03,8.056000000000000000e+03,7.887000000000000000e+03,8.242000000000000000e+03,8.179000000000000000e+03,8.142000000000000000e+03,8.038000000000000000e+03,8.284000000000000000e+03,8.235000000000000000e+03
8.215000000000000000e+03,8.151000000000000000e+03,7.964000000000000000e+03,8.303000000000000000e+03,8.015000000000000000e+03,7.895000000000000000e+03,8.086000000000000000e+03,8.217000000000000000e+03,8.157000000000000000e+03,8.093000000000000000e+03
