1,3,1,10
2,1,4,10
3,13,2,5
4,2,4,7
5,1,1,7
6,10,4,7
7,17,1,3
8,1,1,7
9,23,2,5
10,2,2,3
11,3,2,7
12,5,4,7
13,3,1,10
14,10,2,8
15,3,2,9
16,15,4,2
17,10,2,8
18,6,1,3
19,5,2,4
20,7,4,9
21,3,2,4
22,13,3,6
23,18,4,6
24,5,2,2
25,6,4,2
26,4,3,7
27,14,3,3
28,3,4,6
29,6,4,2
30,3,4,8
31,7,4,3
32,2,4,3
33,10,2,9
34,13,3,9
35,5,3,5
36,8,1,3
37,13,1,9
38,8,4,4
39,14,4,8
40,5,2,2
41,1,1,6
42,4,1,8
43,6,1,7
44,7,3,6
45,11,2,7
46,2,1,8
47,2,1,5
48,7,2,6
49,3,3,7
50,5,2,4
51,8,4,7
52,7,3,5
53,9,1,3
54,4,1,4
55,13,4,9
56,15,4,3
57,9,2,6
58,11,3,4
59,5,2,2
60,23,2,9
61,5,3,3
62,5,2,6
63,3,1,7
64,1,2,1
65,5,4,2
66,3,2,2
67,3,3,5
68,3,4,9
69,11,2,1
70,6,3,9
71,2,3,8
72,8,3,9
73,8,1,10
74,6,3,2
75,12,3,6
76,2,1,8
77,4,1,10
78,7,3,5
79,11,4,3
80,2,2,2
81,6,2,7
82,6,3,1
83,13,4,4
84,5,1,10
85,4,4,3
86,1,2,5
87,4,4,7
88,4,3,3
89,10,1,1
90,5,3,3
91,1,2,2
92,10,4,3
93,12,2,6
94,3,1,3
95,9,2,8
96,11,4,6
97,1,1,8
98,22,2,5
99,9,2,5
100,4,1,7
101,20,3,2
102,3,2,5
103,1,4,6
104,3,2,8
105,7,2,2
106,4,2,5
107,2,4,7
108,5,4,4
109,17,3,3
110,1,1,4
111,29,4,6
112,43,2,5
113,2,2,4
114,20,4,3
115,12,3,4
116,3,3,3
117,4,4,3
118,3,2,7
119,4,3,7
120,1,3,3
121,11,3,6
122,3,2,8
123,6,2,9
124,5,4,6
125,11,3,4
126,3,1,5
127,4,3,6
128,1,3,3
129,10,1,5
130,2,2,7
131,1,4,3
132,12,1,6
133,7,3,5
134,6,3,4
135,7,1,1
136,7,4,7
137,7,2,7
138,20,3,4
139,9,2,8
140,7,2,8
141,3,2,4
142,1,1,4
143,2,3,8
144,1,1,6
145,14,4,3
146,2,2,8
147,14,2,2
148,4,1,3
149,13,2,9
150,5,3,6
151,1,4,1
152,1,4,6
